Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
00:bin_000226	87.3	3.73	Gradient Boost (General Model)	11	0.852	8101	266.6914893617021	1498861	0.29	1598	None
00:bin_000234	75.66	3.14	Gradient Boost (General Model)	11	0.915	6000	280.71798510109966	2589380	0.44	2819	None
00:bin_000237	69.92	2.95	Gradient Boost (General Model)	11	0.903	33824	298.8289230769231	1609430	0.29	1625	None
00:bin_000250	64.57	1.11	Gradient Boost (General Model)	11	0.899	4243	274.02134831460677	1624843	0.52	1780	None
00:bin_000272	76.85	11.42	Gradient Boost (General Model)	11	0.878	3848	262.6034359341446	2502028	0.62	2794	None
00:bin_000273	73.62	3.89	Gradient Boost (General Model)	11	0.877	3766	250.66651865008882	1927073	0.5	2252	None
00:bin_000275	95.45	38.3	Neural Network (Specific Model)	11	0.879	5717	260.9182768451061	2805902	0.38	3157	None
00:bin_000293	65.98	5.1	Gradient Boost (General Model)	11	0.881	7642	276.2532146389713	949570	0.31	1011	None
00:bin_000301	97.99	47.19	Neural Network (Specific Model)	11	0.892	8154	278.5542952770547	5026241	0.59	5378	None
07-TM1:bin_000001	99.54	0.17	Gradient Boost (General Model)	11	0.87	40163	307.50390625	2439358	0.5	2304	None
07-TM1:bin_000007	99.76	1.77	Neural Network (Specific Model)	11	0.903	167067	378.78449144008056	4990554	0.41	3972	None
07-TM2:bin_000020	92.58	1.53	Gradient Boost (General Model)	11	0.892	9077	296.9876893939394	2106203	0.47	2112	None
07-TM4:bin_000013	99.91	0.4	Neural Network (Specific Model)	11	0.91	27776	294.97808658471405	1814703	0.38	1871	None
07-TM4:bin_000052	96.38	0.33	Neural Network (Specific Model)	11	0.885	35078	276.4470404984424	1801251	0.4	1926	None
07-TM4:bin_000073	94.37	7.0	Gradient Boost (General Model)	11	0.858	55903	252.27447335811647	1416990	0.28	1614	None
07-TM4:bin_000089	94.02	3.79	Neural Network (Specific Model)	11	0.889	15994	303.8495308310992	3053121	0.51	2984	None
07-TM4:bin_000107	74.6	7.23	Gradient Boost (General Model)	11	0.848	21419	270.83233830845774	1921713	0.29	2010	None
07-TM4:bin_000110	77.46	2.82	Gradient Boost (General Model)	11	0.869	10246	272.9088353413655	2341885	0.59	2490	None
07-TM4:bin_000111	86.36	2.8	Gradient Boost (General Model)	11	0.859	5803	293.8965517241379	1188988	0.34	1160	None
07-TM4:bin_000118	71.15	0.36	Gradient Boost (General Model)	11	0.809	2960	244.65371024734984	2050835	0.34	2264	None
07-TM4:bin_000125	60.63	0.82	Gradient Boost (General Model)	11	0.883	2887	249.61570438799077	1832158	0.37	2165	None
07-TM4:bin_000134	57.4	4.49	Gradient Boost (General Model)	11	0.897	2836	252.8426853707415	1683834	0.5	1996	None
07:bin_000012	99.81	0.84	Gradient Boost (General Model)	11	0.843	43184	296.9067688378033	3303259	0.43	3132	None
07:bin_000015	98.33	0.27	Gradient Boost (General Model)	11	0.857	68103	323.7168548724383	2707300	0.44	2391	None
07:bin_000027	91.02	1.24	Gradient Boost (General Model)	11	0.908	28968	331.9219653179191	1894615	0.55	1730	None
07:bin_000036	99.0	0.01	Gradient Boost (General Model)	11	0.865	71399	341.5397796817625	1930956	0.51	1634	None
07:bin_000045	93.42	4.43	Gradient Boost (General Model)	11	0.885	18287	314.58476362541404	3536268	0.56	3321	None
07:bin_000053	99.12	2.69	Gradient Boost (General Model)	11	0.875	21615	307.2043410852713	3392832	0.36	3225	None
07:bin_000116	99.93	12.5	Neural Network (Specific Model)	11	0.887	29087	297.1640958929567	5395577	0.43	5381	None
07:bin_000121	85.41	3.46	Neural Network (Specific Model)	11	0.883	8662	294.95085395608226	2868267	0.52	2869	None
07:bin_000137	75.79	1.13	Gradient Boost (General Model)	11	0.89	4174	272.46273712737127	1354119	0.49	1476	None
07:bin_000160	74.43	11.45	Gradient Boost (General Model)	11	0.876	4078	258.622539035981	2604837	0.61	2946	None
07:bin_000166	81.49	5.73	Gradient Boost (General Model)	11	0.862	10205	256.31594372801874	1518482	0.29	1706	None
07:bin_000194	61.47	6.2	Gradient Boost (General Model)	11	0.9	4953	257.22317596566523	996491	0.3	1165	None
14-TM1:bin_000013	97.64	0.29	Gradient Boost (General Model)	11	0.903	149575	325.9334470989761	1900149	0.28	1758	None
14-TM1:bin_000031	96.22	0.0	Gradient Boost (General Model)	11	0.899	55666	333.18591549295775	1575995	0.49	1420	None
14-TM1:bin_000043	89.7	4.63	Gradient Boost (General Model)	11	0.878	12381	310.6274954627949	2335852	0.54	2204	None
14-TM1:bin_000048	93.8	2.97	Gradient Boost (General Model)	11	0.893	8048	294.69508804448566	1066897	0.36	1079	None
14-TM1:bin_000049	94.76	2.28	Neural Network (Specific Model)	11	0.9	17102	311.8981178396072	2537024	0.49	2444	None
14-TM2:bin_000019	100.0	4.97	Gradient Boost (General Model)	11	0.888	67316	296.49315451243365	3576172	0.3	3579	None
14-TM2:bin_000027	96.7	5.37	Neural Network (Specific Model)	11	0.9	22189	308.40325807373534	3592178	0.6	3499	None
14-TM2:bin_000044	84.09	1.74	Gradient Boost (General Model)	11	0.881	7598	299.36490993996	1524918	0.57	1499	None
14-TM2:bin_000053	91.32	4.92	Gradient Boost (General Model)	11	0.888	6775	293.54314847052973	3978782	0.51	4021	None
14-TM2:bin_000059	75.78	3.27	Gradient Boost (General Model)	11	0.853	3948	261.36163793103447	2129741	0.63	2320	None
14-TM2:bin_000077	65.88	12.72	Gradient Boost (General Model)	11	0.892	2553	251.74854180168504	2605924	0.51	3086	None
14-TM4:bin_000007	98.99	1.07	Neural Network (Specific Model)	11	0.913	364649	309.201804368471	2136135	0.37	2106	None
14-TM4:bin_000011	99.86	0.33	Neural Network (Specific Model)	11	0.91	25422	293.5569815195072	1880241	0.38	1948	None
14-TM4:bin_000019	99.96	1.18	Neural Network (Specific Model)	11	0.849	28569	321.2052757793765	2363835	0.62	2085	None
14-TM4:bin_000060	98.15	1.17	Gradient Boost (General Model)	11	0.863	99634	320.3738250180767	1537348	0.31	1383	None
14-TM4:bin_000079	92.38	5.25	Gradient Boost (General Model)	11	0.902	16950	275.0437086092715	1378477	0.31	1510	None
14-TM4:bin_000080	83.2	3.5	Gradient Boost (General Model)	11	0.897	11046	300.86640599543824	3082501	0.53	3069	None
14-TM4:bin_000106	86.98	6.94	Gradient Boost (General Model)	11	0.918	6436	271.239546420978	1247994	0.34	1411	None
14-TM4:bin_000124	69.1	2.4	Gradient Boost (General Model)	11	0.912	3959	268.8930747922438	1593324	0.46	1805	None
14-TM4:bin_000138	56.29	0.39	Gradient Boost (General Model)	11	0.913	2697	263.9931412894376	631078	0.37	729	None
14-TM4:bin_000143	54.96	2.29	Gradient Boost (General Model)	11	0.916	2728	263.7912087912088	549568	0.34	637	None
14:bin_000075	91.58	6.59	Gradient Boost (General Model)	11	0.887	19328	291.9288549618321	3227703	0.31	3275	None
14:bin_000076	95.28	4.13	Gradient Boost (General Model)	11	0.889	91208	306.0585956416465	2129019	0.43	2065	None
14:bin_000078	97.82	11.92	Gradient Boost (General Model)	11	0.833	15927	278.98880597014926	2417401	0.3	2412	None
14:bin_000114	96.89	14.27	Gradient Boost (General Model)	11	0.91	12032	301.75687246507437	4405442	0.51	4438	None
14:bin_000157	89.87	6.04	Gradient Boost (General Model)	11	0.896	11031	270.02066666666667	1352263	0.29	1500	None
14:bin_000159	73.78	5.3	Gradient Boost (General Model)	11	0.896	8912	295.6698485845951	3000023	0.53	3038	None
14:bin_000162	79.29	2.52	Gradient Boost (General Model)	11	0.881	4382	279.0561249389946	1944472	0.4	2049	None
14:bin_000168	75.05	8.9	Gradient Boost (General Model)	11	0.841	5321	250.50525310410697	1867325	0.27	2094	None
14:bin_000174	67.29	2.66	Neural Network (Specific Model)	11	0.903	4385	262.03333333333336	2083673	0.54	2400	None
14:bin_000181	70.85	13.02	Gradient Boost (General Model)	11	0.902	4579	291.37932715748417	1985289	0.53	2051	None
14:bin_000183	100.0	43.01	Gradient Boost (General Model)	11	0.863	4315	257.945816439366	4856634	0.62	5426	None
21-TM1:bin_000024	96.54	1.24	Gradient Boost (General Model)	11	0.869	47962	301.4001327140013	3129503	0.37	3014	None
21-TM1:bin_000099	80.06	5.97	Gradient Boost (General Model)	11	0.876	10736	282.4095500459137	3154044	0.57	3267	None
21-TM1:bin_000105	75.59	7.3	Gradient Boost (General Model)	11	0.912	3734	264.709831531305	3454749	0.52	3977	None
21-TM2:bin_000059	67.2	7.15	Gradient Boost (General Model)	11	0.884	4012	277.3810236456151	3137564	0.52	3341	None
21-TM4:bin_000028	96.23	3.33	Gradient Boost (General Model)	11	0.886	29691	320.44815950920247	3532674	0.56	3260	None
21-TM4:bin_000058	89.73	2.88	Gradient Boost (General Model)	11	0.909	7553	300.13678985107555	1792289	0.55	1813	None
21-TM4:bin_000087	93.32	5.93	Gradient Boost (General Model)	11	0.901	6981	258.97425474254743	1269586	0.31	1476	None
21:bin_000064	91.93	3.27	Gradient Boost (General Model)	11	0.902	9285	315.2780082987552	2270361	0.56	2169	None
21:bin_000079	89.48	5.25	Gradient Boost (General Model)	11	0.896	10537	297.49600608596427	2614463	0.62	2629	None
21:bin_000080	93.28	0.04	Gradient Boost (General Model)	11	0.871	18319	286.3535825545171	1897081	0.57	1926	None
21:bin_000082	92.55	5.32	Gradient Boost (General Model)	11	0.885	19825	287.1811521811522	2916703	0.58	3003	None
21:bin_000129	83.64	3.26	Neural Network (Specific Model)	11	0.907	19984	312.7202247191011	2757379	0.58	2670	None
21:bin_000142	92.68	1.72	Gradient Boost (General Model)	11	0.905	41809	327.03768218983294	3043318	0.54	2813	None
21:bin_000164	86.37	4.93	Gradient Boost (General Model)	11	0.88	5945	267.6149930587691	1968122	0.6	2161	None
21:bin_000165	89.89	1.96	Neural Network (Specific Model)	11	0.913	21273	388.7966746794872	6371521	0.42	4992	None
21:bin_000209	76.7	15.04	Gradient Boost (General Model)	11	0.903	16634	284.7746047934727	1850242	0.29	1961	None
21:bin_000226	88.58	14.8	Neural Network (Specific Model)	11	0.871	26750	290.78256462240245	1973927	0.39	1973	None
21:bin_000236	62.85	1.0	Gradient Boost (General Model)	11	0.906	6651	293.6736334405145	2414209	0.55	2488	None
21:bin_000241	52.22	7.25	Gradient Boost (General Model)	11	0.886	3175	240.38551572787125	2221282	0.57	2734	None
21:bin_000245	50.71	0.22	Gradient Boost (General Model)	11	0.868	3191	235.94680215182308	1360518	0.57	1673	None
D300693:bin_000012	97.17	7.6	Gradient Boost (General Model)	11	0.871	24271	306.1952380952381	4644139	0.35	4410	None
D300693:bin_000028	99.02	17.86	Gradient Boost (General Model)	11	0.877	37375	272.0399022801303	2282323	0.27	2456	None
D300693:bin_000041	82.93	1.68	Gradient Boost (General Model)	11	0.899	9591	300.90782997762864	2240050	0.47	2235	None
D300695:bin_000023	92.21	3.44	Neural Network (Specific Model)	11	0.885	7812	263.57653728739643	2045318	0.37	2293	None
D300695:bin_000030	77.36	9.27	Gradient Boost (General Model)	11	0.888	8958	291.5322777101096	4036287	0.51	4105	None
D300696:bin_000012	92.46	0.42	Gradient Boost (General Model)	11	0.844	15566	334.41678224687934	1711455	0.52	1442	None
D300696:bin_000022	91.08	6.19	Neural Network (Specific Model)	11	0.886	10393	265.2665583096302	2206993	0.37	2461	None
D300699:bin_000003	97.71	8.0	Gradient Boost (General Model)	11	0.889	8446	272.22284196547145	3451144	0.3	3765	None
D300703:bin_000001	100.0	0.15	Neural Network (Specific Model)	11	0.877	147191	312.9783588818756	4739130	0.51	4436	None
D300703:bin_000002	99.85	1.09	Neural Network (Specific Model)	11	0.865	32801	296.73187124159887	2903314	0.44	2827	None
D300709:bin_000023	91.49	2.54	Neural Network (Specific Model)	11	0.85	10941	303.2094717668488	2346589	0.61	2196	None
D300709:bin_000025	87.25	2.78	Gradient Boost (General Model)	11	0.892	15864	301.72764949674365	3421708	0.5	3378	None
D300710:bin_000026	86.35	1.99	Neural Network (Specific Model)	11	0.898	23933	309.35785714285714	2887386	0.47	2800	None
D300711:bin_000004	98.98	0.69	Gradient Boost (General Model)	11	0.853	25768	296.7811387900356	2342306	0.57	2248	None
D300711:bin_000033	68.25	4.01	Gradient Boost (General Model)	11	0.898	5292	261.77441364605545	2047076	0.55	2345	None
D300711:bin_000042	72.58	7.65	Gradient Boost (General Model)	11	0.896	6756	285.1655629139073	2732391	0.47	2869	None
D300712:bin_000022	89.38	0.79	Gradient Boost (General Model)	11	0.893	20259	337.47043865225686	1779681	0.58	1573	None
D300712:bin_000028	91.94	5.16	Gradient Boost (General Model)	11	0.848	24064	311.05856255545694	2474665	0.49	2254	None
D300712:bin_000031	82.35	7.91	Gradient Boost (General Model)	11	0.884	7959	288.3219126506024	2593541	0.61	2656	None
D300715:bin_000002	75.64	0.77	Neural Network (Specific Model)	11	0.886	4885	265.6520782396088	3671570	0.51	4090	None
D300719:bin_000018	76.0	11.46	Gradient Boost (General Model)	11	0.895	3333	258.80126552613075	3692955	0.46	4267	None
D300723:bin_000003	98.72	0.43	Gradient Boost (General Model)	11	0.849	47506	303.42692648361384	2416995	0.57	2258	None
D300723:bin_000021	82.89	0.81	Neural Network (Specific Model)	11	0.899	82935	331.0298076923077	2293041	0.48	2080	None
D300724:bin_000007	92.37	3.48	Gradient Boost (General Model)	11	0.873	81673	290.4261992619926	1619099	0.28	1626	None
D300724:bin_000019	82.74	1.81	Gradient Boost (General Model)	11	0.901	9271	289.9910265613783	2685531	0.53	2786	None
D300726:bin_000002	99.96	0.06	Neural Network (Specific Model)	11	0.914	53983	298.46456692913387	1736764	0.38	1778	None
D300727:bin_000001	99.91	0.77	Neural Network (Specific Model)	11	0.928	147337	325.11567164179104	1968191	0.35	1876	None
D300727:bin_000007	89.72	3.45	Gradient Boost (General Model)	11	0.899	8235	316.548231511254	1967169	0.57	1866	None
D300727:bin_000018	78.35	11.45	Gradient Boost (General Model)	11	0.884	7561	264.120617561917	2779286	0.57	3109	None
D300729:bin_000009	82.5	11.13	Gradient Boost (General Model)	11	0.891	3382	276.3588261449533	2088872	0.56	2249	None
D300730:bin_000038	49.11	0.04	Neural Network (Specific Model)	11	0.878	2345	233.44870946393118	1202428	0.45	1511	None
D300733:bin_000025	91.24	2.61	Gradient Boost (General Model)	11	0.901	10798	303.07547169811323	907921	0.37	901	None
D300733:bin_000029	86.16	0.34	Neural Network (Specific Model)	11	0.896	61547	321.0326164874552	2993658	0.45	2790	None
D300733:bin_000039	64.07	4.97	Gradient Boost (General Model)	11	0.875	3851	257.9016777214202	2262721	0.57	2563	None
D300738:bin_000002	99.34	0.92	Neural Network (Specific Model)	11	0.863	31771	297.71632725973564	2892395	0.44	2799	None
D300738:bin_000004	95.66	3.5	Neural Network (Specific Model)	11	0.893	227332	359.7804705882353	5131903	0.43	4250	None
D300741:bin_000008	85.01	26.08	Neural Network (Specific Model)	11	0.911	8047	345.7831675592961	7434429	0.42	6535	None
D300747:bin_000001	99.98	0.5	Neural Network (Specific Model)	11	0.882	34976	279.3723522853958	1702058	0.4	1794	None
D300748:bin_000022	74.09	16.67	Gradient Boost (General Model)	11	0.871	7164	308.5894886363636	2239463	0.58	2112	None
D300749:bin_000009	60.38	0.85	Gradient Boost (General Model)	11	0.903	2951	254.70750708215297	1192197	0.56	1412	None
D300751:bin_000012	93.52	1.19	Gradient Boost (General Model)	11	0.858	19536	323.48233314638253	2012820	0.5	1783	None
D300751:bin_000021	87.63	8.51	Gradient Boost (General Model)	11	0.912	53137	331.79967426710095	3341711	0.54	3070	None
D300751:bin_000028	80.13	4.74	Gradient Boost (General Model)	11	0.887	8196	292.59715486582604	3054308	0.56	3093	None
D300752:bin_000009	98.24	0.09	Gradient Boost (General Model)	11	0.879	36553	312.97	2132602	0.55	2000	None
D300753:bin_000010	69.18	2.55	Neural Network (Specific Model)	11	0.883	4306	244.95419847328245	1196572	0.4	1441	None
D300755:bin_000004	98.41	0.07	Neural Network (Specific Model)	11	0.912	28449	294.35417851051733	1698965	0.38	1759	None
D300755:bin_000005	97.27	0.04	Neural Network (Specific Model)	11	0.848	27545	310.2654444001594	2743899	0.59	2509	None
D300755:bin_000008	99.96	7.24	Neural Network (Specific Model)	11	0.869	29801	278.40250302785626	2375395	0.37	2477	None
D300755:bin_000017	85.3	2.9	Gradient Boost (General Model)	11	0.858	138397	252.72792022792024	1234263	0.28	1404	None
D300757:bin_000011	98.56	3.76	Gradient Boost (General Model)	11	0.884	26488	294.609268707483	2347672	0.58	2352	None
D300759:bin_000002	99.91	0.77	Neural Network (Specific Model)	11	0.93	200403	325.6894708711919	1962285	0.35	1871	None
D300760:bin_000026	67.88	6.56	Neural Network (Specific Model)	11	0.911	3512	265.1256175017643	2469617	0.5	2834	None
D300762:bin_000003	98.2	0.59	Gradient Boost (General Model)	11	0.88	33731	297.35466250487707	2594128	0.57	2563	None
D300762:bin_000011	87.07	3.58	Gradient Boost (General Model)	11	0.871	25419	274.46678023850086	1661648	0.29	1761	None
D300762:bin_000014	82.24	5.72	Gradient Boost (General Model)	11	0.895	8995	294.6642309097552	2697889	0.55	2737	None
D300763:bin_000016	99.99	6.65	Gradient Boost (General Model)	11	0.898	69634	296.44213197969543	1948331	0.26	1970	None
D300763:bin_000032	78.38	24.08	Gradient Boost (General Model)	11	0.883	2742	250.87126974839086	2906795	0.64	3418	None
D300764:bin_000004	99.95	0.05	Neural Network (Specific Model)	11	0.914	61549	299.9793180547792	1756026	0.38	1789	None
D300764:bin_000021	75.82	0.25	Gradient Boost (General Model)	11	0.86	3758	247.87711213517665	1686476	0.57	1953	None
D300766:bin_000030	64.18	7.93	Gradient Boost (General Model)	11	0.854	3222	257.5870221327968	1795154	0.61	1988	None
D300766:bin_000033	61.28	1.43	Gradient Boost (General Model)	11	0.91	4002	272.9527518172378	1731202	0.56	1926	None
D300766:bin_000036	57.74	12.87	Gradient Boost (General Model)	11	0.869	5270	286.8797150041911	2358563	0.63	2386	None
TM1:bin_000004	98.07	0.96	Neural Network (Specific Model)	11	0.865	27568	298.27244367417677	2979446	0.44	2885	None
TM1:bin_000029	99.54	3.17	Gradient Boost (General Model)	11	0.868	21631	280.9495798319328	2307633	0.46	2380	None
TM1:bin_000043	96.05	2.32	Gradient Boost (General Model)	11	0.864	17281	309.46572212065814	2346815	0.49	2188	None
TM1:bin_000058	100.0	1.33	Neural Network (Specific Model)	11	0.895	58476	321.338579795022	2937541	0.41	2732	None
TM1:bin_000077	92.84	2.14	Gradient Boost (General Model)	11	0.893	42735	331.2082987551867	2676452	0.52	2410	None
TM1:bin_000082	97.96	7.13	Gradient Boost (General Model)	11	0.886	9928	294.1308612440191	4153692	0.52	4180	None
TM1:bin_000083	91.58	9.72	Gradient Boost (General Model)	11	0.896	11019	322.24463240078074	3313140	0.47	3074	None
TM1:bin_000097	88.24	2.2	Gradient Boost (General Model)	11	0.864	11931	318.21065989847716	1739041	0.6	1576	None
TM1:bin_000098	94.58	6.91	Gradient Boost (General Model)	11	0.885	15663	294.0858173076923	4139345	0.5	4160	None
TM1:bin_000105	97.7	0.48	Gradient Boost (General Model)	11	0.873	163614	343.93799212598424	1198925	0.31	1016	None
TM1:bin_000132	95.82	6.24	Neural Network (Specific Model)	11	0.885	18622	305.46511074065256	4337765	0.49	4199	None
TM1:bin_000187	89.03	5.76	Gradient Boost (General Model)	11	0.883	6436	268.24396665204034	2073905	0.6	2279	None
TM1:bin_000203	92.06	17.65	Gradient Boost (General Model)	11	0.839	10098	270.92743445692884	2065211	0.26	2136	None
TM1:bin_000212	84.38	4.75	Gradient Boost (General Model)	11	0.912	7673	307.2634912591842	3978701	0.5	3947	None
TM1:bin_000235	46.71	0.7	Gradient Boost (General Model)	11	0.851	2457	230.11993243243242	957703	0.4	1184	None
TM2:bin_000023	97.11	4.16	Gradient Boost (General Model)	11	0.882	82554	298.46358595194084	2740620	0.34	2705	None
TM2:bin_000031	96.95	4.76	Gradient Boost (General Model)	11	0.903	29012	317.2156568686263	3506288	0.48	3334	None
TM2:bin_000032	96.45	0.6	Gradient Boost (General Model)	11	0.897	10301	303.5336179295624	1898114	0.57	1874	None
TM2:bin_000062	97.97	0.98	Gradient Boost (General Model)	11	0.899	98583	340.5986710963455	1708697	0.48	1505	None
TM2:bin_000067	91.41	1.42	Gradient Boost (General Model)	11	0.889	8978	295.66427388183325	1804278	0.49	1811	None
TM2:bin_000072	95.35	3.34	Gradient Boost (General Model)	11	0.906	13771	303.645178197065	1914582	0.28	1908	None
TM2:bin_000074	98.59	1.78	Neural Network (Specific Model)	11	0.905	167747	387.62419321257545	6162813	0.43	4803	None
TM2:bin_000095	96.76	3.35	Gradient Boost (General Model)	11	0.868	19810	267.84067085953876	1761674	0.27	1908	None
TM2:bin_000101	96.17	12.14	Gradient Boost (General Model)	11	0.891	8328	299.20120120120123	4350525	0.52	4329	None
TM2:bin_000121	99.04	4.84	Neural Network (Specific Model)	11	0.892	73853	319.0424578059072	4060400	0.47	3792	None
TM2:bin_000163	90.28	10.27	Gradient Boost (General Model)	11	0.891	15285	304.79925862560594	3589607	0.48	3507	None
TM2:bin_000223	92.68	39.63	Gradient Boost (General Model)	11	0.874	4688	254.84014869888475	5168931	0.63	5918	None
TM3:bin_000002	99.55	0.08	Gradient Boost (General Model)	11	0.905	83620	315.4694323144105	2390725	0.44	2290	None
TM3:bin_000013	96.85	3.27	Neural Network (Specific Model)	11	0.864	20223	288.0478420876547	2985041	0.44	2989	None
TM3:bin_000014	94.65	2.14	Gradient Boost (General Model)	11	0.903	55076	316.79604261796044	3450616	0.54	3285	None
TM3:bin_000030	87.77	0.04	Gradient Boost (General Model)	11	0.892	33063	341.5872905027933	1643304	0.58	1432	None
TM3:bin_000035	95.41	2.82	Gradient Boost (General Model)	11	0.831	31157	294.6193371845546	3492025	0.53	3289	None
TM3:bin_000037	88.24	2.06	Gradient Boost (General Model)	11	0.89	8093	289.2466552315609	2838248	0.59	2915	None
TM3:bin_000058	97.86	0.92	Gradient Boost (General Model)	11	0.843	62948	314.24824355971896	1430403	0.35	1281	None
TM3:bin_000092	91.39	1.62	Neural Network (Specific Model)	11	0.893	44818	324.3097632176451	3352645	0.49	3083	None
TM3:bin_000102	91.89	6.26	Gradient Boost (General Model)	11	0.846	8475	254.54201131911188	2068163	0.26	2297	None
TM4:bin_000007	98.35	0.11	Gradient Boost (General Model)	11	0.856	88375	325.7656974294142	2706014	0.44	2373	None
TM4:bin_000014	98.71	1.44	Neural Network (Specific Model)	11	0.871	18016	278.9860055977609	2399114	0.36	2501	None
TM4:bin_000016	98.69	5.32	Gradient Boost (General Model)	11	0.881	16272	281.5325177076626	2971783	0.56	3106	None
TM4:bin_000023	99.42	2.01	Gradient Boost (General Model)	11	0.873	59266	299.7722567287785	2981626	0.51	2898	None
TM4:bin_000025	96.68	1.81	Gradient Boost (General Model)	11	0.878	28252	315.89589530041644	3622277	0.57	3362	None
TM4:bin_000045	95.43	1.66	Gradient Boost (General Model)	11	0.889	51637	332.7222972972973	3316866	0.5	2960	None
TM4:bin_000049	98.54	5.16	Gradient Boost (General Model)	11	0.901	28148	319.03546391752576	2569387	0.51	2425	None
TM4:bin_000052	94.2	0.2	Gradient Boost (General Model)	11	0.911	263725	339.83738191632926	1656109	0.28	1482	None
TM4:bin_000077	96.59	6.17	Gradient Boost (General Model)	11	0.876	10637	292.0978398983482	3142153	0.54	3148	None
TM4:bin_000083	94.18	4.14	Gradient Boost (General Model)	11	0.896	8356	290.2477164778955	2654076	0.51	2737	None
TM4:bin_000092	89.4	4.47	Neural Network (Specific Model)	11	0.914	13364	302.28122819260295	2837375	0.45	2866	None
TM4:bin_000116	85.12	0.37	Gradient Boost (General Model)	11	0.918	27335	300.24192059095105	1060141	0.52	1083	None
TM4:bin_000120	98.23	0.6	Gradient Boost (General Model)	11	0.84	55199	322.73642030276045	1291644	0.35	1123	None
TM4:bin_000154	88.65	16.82	Gradient Boost (General Model)	11	0.897	6751	275.46791021182423	2907509	0.62	3163	None
TM4:bin_000177	85.43	4.05	Neural Network (Specific Model)	11	0.894	24220	299.39297124600637	2197752	0.59	2191	None
TM4:bin_000183	84.28	3.73	Gradient Boost (General Model)	11	0.897	28980	279.58585229043314	2995041	0.31	3209	None
TM4:bin_000199	79.44	0.0	Gradient Boost (General Model)	11	0.901	9011	302.8455476753349	1278114	0.59	1269	None
TM4:bin_000208	95.03	1.06	Neural Network (Specific Model)	11	0.883	31507	290.5765330758088	2041736	0.37	2071	None
TM4:bin_000245	71.87	3.28	Gradient Boost (General Model)	11	0.9	17612	274.9164305949009	1290121	0.29	1412	None
TM4:bin_000266	89.73	18.46	Gradient Boost (General Model)	11	0.88	9008	291.7572773972603	2317762	0.57	2336	None
TM4:bin_000282	88.29	9.66	Gradient Boost (General Model)	11	0.908	6285	254.59504734158776	1152062	0.29	1373	None
TM4:bin_000288	84.96	2.94	Neural Network (Specific Model)	11	0.904	8474	293.52320846905536	2388318	0.48	2456	None
TM4:bin_000291	68.74	8.42	Gradient Boost (General Model)	11	0.908	4592	252.56477987421383	1324194	0.29	1590	None
TM4:bin_000324	68.82	1.48	Gradient Boost (General Model)	11	0.902	12855	280.79661016949154	1486252	0.26	1593	None
TM4:bin_000336	69.69	7.87	Neural Network (Specific Model)	11	0.908	9241	302.3784860557769	2751428	0.55	2761	None
00-TM1:bin_000038	91.29	1.11	Gradient Boost (General Model)	11	0.858	13664	297.77777777777777	2543572	0.64	2448	None
00-TM1:bin_000098	76.55	4.03	Gradient Boost (General Model)	11	0.853	24982	306.0501174628034	1373133	0.29	1277	None
00-TM1:bin_000124	88.75	33.9	Neural Network (Specific Model)	11	0.883	3945	250.06140048292514	2457882	0.39	2899	None
00-TM1:bin_000136	59.2	4.02	Neural Network (Specific Model)	11	0.896	3558	261.4781461944235	2317359	0.52	2654	None
00-TM2:bin_000005	97.39	0.16	Gradient Boost (General Model)	11	0.883	106052	298.69464489175846	2668505	0.34	2633	None
00-TM2:bin_000011	96.16	4.27	Gradient Boost (General Model)	11	0.851	19399	303.0477419354839	3306462	0.62	3100	None
00-TM2:bin_000026	96.07	0.04	Gradient Boost (General Model)	11	0.885	47655	337.1761723700887	1801032	0.54	1578	None
00-TM2:bin_000036	98.93	2.19	Neural Network (Specific Model)	11	0.905	59393	302.06807760141095	2831729	0.43	2835	None
00-TM2:bin_000038	95.36	1.05	Neural Network (Specific Model)	11	0.904	69048	303.70266479663394	2869024	0.41	2852	None
00-TM2:bin_000056	90.3	4.15	Gradient Boost (General Model)	11	0.876	19175	325.4435975609756	2190580	0.53	1968	None
00-TM2:bin_000063	88.56	2.02	Gradient Boost (General Model)	11	0.908	6376	283.5526079136691	2080483	0.63	2224	None
00-TM2:bin_000070	95.73	5.92	Gradient Boost (General Model)	11	0.863	8482	291.14819587628864	1567574	0.34	1552	None
00-TM2:bin_000087	93.21	5.12	Neural Network (Specific Model)	11	0.895	44605	328.57011258955987	3219505	0.5	2931	None
00-TM2:bin_000115	69.0	0.13	Gradient Boost (General Model)	11	0.88	11488	311.6076769690927	2126658	0.56	2006	None
00-TM3:bin_000013	92.39	0.32	Gradient Boost (General Model)	11	0.915	12768	291.96203492786634	1258773	0.51	1317	None
00-TM3:bin_000018	96.4	0.0	Gradient Boost (General Model)	11	0.866	79428	344.46949965729954	1738461	0.51	1459	None
00-TM3:bin_000023	96.73	3.26	Gradient Boost (General Model)	11	0.882	10855	288.54634974533104	2886268	0.49	2945	None
00-TM3:bin_000040	90.5	2.02	Gradient Boost (General Model)	11	0.91	47846	336.81784728610853	3611670	0.56	3261	None
